year,hbr_name,age,sex,diagnosis,incidence,crude_rate,easr,fyear
2014,Ayrshire and Arran,45-64,All,Cerebrovascular Disease,211,195.157143121404,196.090280988134,2013/14
2014,Ayrshire and Arran,65-74,All,Cerebrovascular Disease,231,536.972035612171,553.685431850914,2013/14
2014,Ayrshire and Arran,over 75,All,Cerebrovascular Disease,519,1552.63708977772,1627.35015295744,2013/14
2014,Ayrshire and Arran,All,All,Cerebrovascular Disease,997,267.837954008167,267.320692014341,2013/14
2014,Borders,0-44,All,Cerebrovascular Disease,7,13.1132800059946,12.2344314261054,2013/14
2014,Borders,45-64,All,Cerebrovascular Disease,64,183.982061748979,183.655099924262,2013/14
2014,Borders,65-74,All,Cerebrovascular Disease,61,422.613274213662,434.109870621616,2013/14
2014,Borders,over 75,All,Cerebrovascular Disease,178,1578.15409167479,1688.54227396429,2013/14
2014,Borders,All,All,Cerebrovascular Disease,310,272.216368106779,252.825535522082,2013/14
2014,Dumfries and Galloway,0-44,All,Cerebrovascular Disease,12,17.1271979904088,18.1061466119279,2013/14
2014,Dumfries and Galloway,45-64,All,Cerebrovascular Disease,76,168.253265441665,166.758625403337,2013/14
2014,Dumfries and Galloway,65-74,All,Cerebrovascular Disease,90,463.965357253325,480.611452283483,2013/14
2014,Dumfries and Galloway,over 75,All,Cerebrovascular Disease,251,1604.03885480573,1593.53670295227,2013/14
2014,Dumfries and Galloway,All,All,Cerebrovascular Disease,429,285.467128027682,247.850860657795,2013/14
2014,Forth Valley,0-44,All,Cerebrovascular Disease,23,14.0986661435857,15.1737934716618,2013/14
2014,Forth Valley,45-64,All,Cerebrovascular Disease,153,182.708383090518,186.126131166199,2013/14
2014,Forth Valley,65-74,All,Cerebrovascular Disease,138,460.27616569942,473.221077178275,2013/14
2014,Forth Valley,over 75,All,Cerebrovascular Disease,391,1714.01017008592,1752.7701790547,2013/14
2014,Forth Valley,All,All,Cerebrovascular Disease,705,235.258784663129,264.954802452382,2013/14
2014,Grampian,0-44,All,Cerebrovascular Disease,38,11.6315017799259,11.9949569268847,2013/14
2014,Grampian,45-64,All,Cerebrovascular Disease,184,118.009235505387,119.387958582764,2013/14
2014,Grampian,65-74,All,Cerebrovascular Disease,214,401.49340537701,414.336049515882,2013/14
2014,Grampian,over 75,All,Cerebrovascular Disease,663,1531.8853974122,1582.14515916559,2013/14
2014,Grampian,All,All,Cerebrovascular Disease,1099,189.744475138122,224.013435289021,2013/14
2014,Highland,0-44,All,Cerebrovascular Disease,32,20.2702274699589,20.8853691436259,2013/14
2014,Highland,45-64,All,Cerebrovascular Disease,164,170.954426051787,169.82356390227,2013/14
2014,Highland,65-74,All,Cerebrovascular Disease,163,428.552648876035,440.083420702697,2013/14
2014,Highland,over 75,All,Cerebrovascular Disease,490,1681.19124408152,1721.71503725927,2013/14
2014,Highland,All,All,Cerebrovascular Disease,849,264.502461212537,257.444456298777,2013/14
2014,Lothian,0-44,All,Cerebrovascular Disease,66,13.1959884195205,13.6579986526017,2013/14
2014,Lothian,45-64,All,Cerebrovascular Disease,317,146.165799047386,150.533366905016,2013/14
2014,Lothian,65-74,All,Cerebrovascular Disease,353,489.211025957288,510.839795857089,2013/14
2014,Lothian,over 75,All,Cerebrovascular Disease,929,1534.67472825189,1546.78125058645,2013/14
2014,Lothian,All,All,Cerebrovascular Disease,1665,195.946900155345,240.115152620009,2013/14
2014,Orkney,0-44,All,Cerebrovascular Disease,1,9.54562810232913,9.42075796726959,2013/14
2014,Orkney,45-64,All,Cerebrovascular Disease,11,168.608215818516,166.875975667664,2013/14
2014,Orkney,65-74,All,Cerebrovascular Disease,17,641.993957703928,652.708022797151,2013/14
2014,Orkney,over 75,All,Cerebrovascular Disease,33,1725.94142259414,1742.35848887367,2013/14
2014,Orkney,All,All,Cerebrovascular Disease,62,287.569573283859,274.655949246588,2013/14
2014,Shetland,0-44,All,Cerebrovascular Disease,2,16.0025604096655,16.5061814468631,2013/14
2014,Shetland,45-64,All,Cerebrovascular Disease,5,75.8150113722517,77.8999776943013,2013/14
2014,Shetland,65-74,All,Cerebrovascular Disease,12,501.672240802676,514.722690343667,2013/14
2014,Shetland,over 75,All,Cerebrovascular Disease,23,1341.10787172012,1370.5326366239,2013/14
2014,Shetland,All,All,Cerebrovascular Disease,42,181.034482758621,206.950651852532,2013/14
2014,Western Isles,0-44,All,Cerebrovascular Disease,1,7.73694390715667,6.62728167840642,2013/14
2014,Western Isles,45-64,All,Cerebrovascular Disease,9,109.689213893967,109.393318793745,2013/14
2014,Western Isles,65-74,All,Cerebrovascular Disease,18,526.469727990641,527.521161001911,2013/14
2014,Western Isles,over 75,All,Cerebrovascular Disease,38,1332.86566117152,1381.90951622251,2013/14
2014,Western Isles,All,All,Cerebrovascular Disease,66,240.875912408759,212.329539951908,2013/14
2014,Fife,0-44,All,Cerebrovascular Disease,34,17.3830351801956,17.9005216061836,2013/14
2014,Fife,45-64,All,Cerebrovascular Disease,171,167.171766546094,170.261623242416,2013/14
2014,Fife,65-74,All,Cerebrovascular Disease,197,504.94694212334,522.346918938125,2013/14
2014,Fife,over 75,All,Cerebrovascular Disease,526,1753.15801753158,1789.90796403172,2013/14
2014,Fife,All,All,Cerebrovascular Disease,928,252.929953665849,270.723755077937,2013/14
2014,Tayside,0-44,All,Cerebrovascular Disease,26,11.9571565881633,13.1203180670561,2013/14
2014,Tayside,45-64,All,Cerebrovascular Disease,191,169.679740594323,171.080951998226,2013/14
2014,Tayside,65-74,All,Cerebrovascular Disease,210,478.142076502732,486.217428245044,2013/14
2014,Tayside,over 75,All,Cerebrovascular Disease,611,1598.13768570831,1603.54760390469,2013/14
2014,Tayside,All,All,Cerebrovascular Disease,1038,251.843944099379,247.793538352892,2013/14
2014,Greater Glasgow and Clyde,0-44,All,Cerebrovascular Disease,112,17.2232969696224,17.7798210158563,2013/14
2014,Greater Glasgow and Clyde,45-64,All,Cerebrovascular Disease,668,220.333336631737,228.259398123334,2013/14
2014,Greater Glasgow and Clyde,65-74,All,Cerebrovascular Disease,653,664.063294486139,685.328455990409,2013/14
2014,Greater Glasgow and Clyde,over 75,All,Cerebrovascular Disease,1402,1627.82867161285,1649.56170192095,2013/14
2014,Greater Glasgow and Clyde,All,All,Cerebrovascular Disease,2835,249.138779527559,290.509884903124,2013/14
2014,Lanarkshire,0-44,All,Cerebrovascular Disease,62,17.2882055400333,17.366888493554,2013/14
2014,Lanarkshire,45-64,All,Cerebrovascular Disease,392,212.945106879974,219.125222573719,2013/14
2014,Lanarkshire,65-74,All,Cerebrovascular Disease,374,600.812864463686,617.632034862295,2013/14
2014,Lanarkshire,over 75,All,Cerebrovascular Disease,742,1557.84169640983,1654.60360031006,2013/14
2014,Lanarkshire,All,All,Cerebrovascular Disease,1570,240.579843393248,281.211991457001,2013/14
2015,Scotland,0-44,All,Cerebrovascular Disease,465,15.9993173624592,16.8252210847023,2014/15
2015,Scotland,45-64,All,Cerebrovascular Disease,2780,188.759186733081,192.166143806535,2014/15
2015,Scotland,65-74,All,Cerebrovascular Disease,2725,509.144040118682,525.825256979124,2014/15
2015,Scotland,over 75,All,Cerebrovascular Disease,6970,1608.81547786667,1636.81630314648,2014/15
2015,Scotland,All,All,Cerebrovascular Disease,12940,241.977709626748,262.534766760463,2014/15
2015,Ayrshire and Arran,0-44,All,Cerebrovascular Disease,33,17.8414061190617,18.9106288578381,2014/15
2015,Ayrshire and Arran,45-64,All,Cerebrovascular Disease,230,212.775799065637,213.693673978297,2014/15
2015,Ayrshire and Arran,65-74,All,Cerebrovascular Disease,244,553.853138122801,568.866852997277,2014/15
2015,Ayrshire and Arran,over 75,All,Cerebrovascular Disease,574,1686.89570047315,1756.00500697852,2014/15
2015,Ayrshire and Arran,All,All,Cerebrovascular Disease,1081,291.264751845665,284.612033380262,2014/15
2015,Borders,0-44,All,Cerebrovascular Disease,7,13.2671240665631,15.0478672773228,2014/15
2015,Borders,45-64,All,Cerebrovascular Disease,65,185.990614627446,185.95513093288,2014/15
2015,Borders,65-74,All,Cerebrovascular Disease,63,426.771440184257,452.382719035794,2014/15
2015,Borders,over 75,All,Cerebrovascular Disease,206,1780.77455048409,1770.04644070487,2014/15
2015,Borders,All,All,Cerebrovascular Disease,341,299.017888460189,264.208323189165,2014/15
2015,Dumfries and Galloway,0-44,All,Cerebrovascular Disease,8,11.5920188949908,12.3328628861945,2014/15
2015,Dumfries and Galloway,45-64,All,Cerebrovascular Disease,68,150.569062486161,148.551325871555,2014/15
2015,Dumfries and Galloway,65-74,All,Cerebrovascular Disease,104,522.980991652419,545.221527567153,2014/15
2015,Dumfries and Galloway,over 75,All,Cerebrovascular Disease,263,1654.19208755268,1716.88476649424,2014/15
2015,Dumfries and Galloway,All,All,Cerebrovascular Disease,443,295.412109895972,257.79373669354,2014/15
2015,Forth Valley,0-44,All,Cerebrovascular Disease,37,22.8886744364437,23.1214120578874,2014/15
2015,Forth Valley,45-64,All,Cerebrovascular Disease,165,195.07696673051,200.234225305102,2014/15
2015,Forth Valley,65-74,All,Cerebrovascular Disease,178,580.201440724926,586.110009134504,2014/15
2015,Forth Valley,over 75,All,Cerebrovascular Disease,378,1609.40094520373,1657.07462295047,2014/15
2015,Forth Valley,All,All,Cerebrovascular Disease,758,252.330226364847,276.225899241776,2014/15
2015,Grampian,0-44,All,Cerebrovascular Disease,40,12.17222480882,12.5367958499146,2014/15
2015,Grampian,45-64,All,Cerebrovascular Disease,202,129.0380278901,130.94045093598,2014/15
2015,Grampian,65-74,All,Cerebrovascular Disease,217,394.251557929543,406.240092636848,2014/15
2015,Grampian,over 75,All,Cerebrovascular Disease,660,1499.35255230696,1531.07090646819,2014/15
2015,Grampian,All,All,Cerebrovascular Disease,1119,191.537434528089,221.920680565995,2014/15
2015,Highland,0-44,All,Cerebrovascular Disease,20,12.8344167720158,13.3500359081525,2014/15
2015,Highland,45-64,All,Cerebrovascular Disease,155,161.883276935288,160.672421898088,2014/15
2015,Highland,65-74,All,Cerebrovascular Disease,177,451.553650696464,461.961374091741,2014/15
2015,Highland,over 75,All,Cerebrovascular Disease,491,1639.23480118853,1679.41881526818,2014/15
2015,Highland,All,All,Cerebrovascular Disease,843,262.837901038256,249.440848847165,2014/15
2015,Lothian,0-44,All,Cerebrovascular Disease,65,12.9219771022566,13.2321882146981,2014/15
2015,Lothian,45-64,All,Cerebrovascular Disease,345,157.487503708945,161.500776222916,2014/15
2015,Lothian,65-74,All,Cerebrovascular Disease,332,446.482604661171,464.436638203036,2014/15
2015,Lothian,over 75,All,Cerebrovascular Disease,992,1608.37913646902,1607.36487949623,2014/15
2015,Lothian,All,All,Cerebrovascular Disease,1734,202.069640609705,243.371773500989,2014/15
2015,Orkney,0-44,All,Cerebrovascular Disease,1,9.63762528912876,9.54562810232913,2014/15
2015,Orkney,45-64,All,Cerebrovascular Disease,12,184.928340268146,181.240323432718,2014/15
2015,Orkney,65-74,All,Cerebrovascular Disease,11,401.753104455807,396.84458243133,2014/15
2015,Orkney,over 75,All,Cerebrovascular Disease,28,1416.28730399595,1411.07195282761,2014/15
2015,Orkney,All,All,Cerebrovascular Disease,52,240.963855421687,221.848481794702,2014/15
2015,Shetland,0-44,All,Cerebrovascular Disease,1,8.05542129853391,8.04154029960482,2014/15
2015,Shetland,45-64,All,Cerebrovascular Disease,11,167.453189222104,164.369897092786,2014/15
2015,Shetland,65-74,All,Cerebrovascular Disease,13,526.742301458671,540.081380728659,2014/15
2015,Shetland,over 75,All,Cerebrovascular Disease,30,1695.87337478802,1707.24108490399,2014/15
2015,Shetland,All,All,Cerebrovascular Disease,55,236.864771748493,258.260697109243,2014/15
2015,Western Isles,0-44,All,Cerebrovascular Disease,5,39.6667988893296,39.5415281122195,2014/15
2015,Western Isles,45-64,All,Cerebrovascular Disease,12,146.448620942153,144.502195828289,2014/15
2015,Western Isles,65-74,All,Cerebrovascular Disease,9,256.556442417332,253.373676508134,2014/15
2015,Western Isles,over 75,All,Cerebrovascular Disease,37,1257.22052327557,1218.67035271956,2014/15
2015,Western Isles,All,All,Cerebrovascular Disease,63,231.192660550459,195.93007485321,2014/15
2015,Fife,0-44,All,Cerebrovascular Disease,30,15.5114112281935,16.8646128411871,2014/15
2015,Fife,45-64,All,Cerebrovascular Disease,199,193.641927856218,196.867920784578,2014/15
2015,Fife,65-74,All,Cerebrovascular Disease,176,437.071620145028,452.29512615908,2014/15
2015,Fife,over 75,All,Cerebrovascular Disease,504,1635.88561783894,1655.67354271431,2014/15
2015,Fife,All,All,Cerebrovascular Disease,909,247.515316541865,257.778497033145,2014/15
2015,Tayside,0-44,All,Cerebrovascular Disease,27,12.4513475124975,13.7412234140508,2014/15
2015,Tayside,45-64,All,Cerebrovascular Disease,181,160.172738776847,161.010635358593,2014/15
2015,Tayside,65-74,All,Cerebrovascular Disease,209,465.219810795771,479.29600600224,2014/15
2015,Tayside,over 75,All,Cerebrovascular Disease,574,1470.73895664651,1459.5182780253,2014/15
2015,Tayside,All,All,Cerebrovascular Disease,991,239.487675205413,231.770804666126,2014/15
2015,Greater Glasgow and Clyde,0-44,All,Cerebrovascular Disease,122,18.7736786869504,20.157955734086,2014/15
2015,Greater Glasgow and Clyde,45-64,All,Cerebrovascular Disease,731,239.120194698139,245.959786329237,2014/15
2015,Greater Glasgow and Clyde,65-74,All,Cerebrovascular Disease,612,613.816898018134,638.29469957567,2014/15
2015,Greater Glasgow and Clyde,over 75,All,Cerebrovascular Disease,1418,1623.61454612073,1641.06892093533,2014/15
2015,Greater Glasgow and Clyde,All,All,Cerebrovascular Disease,2883,252.321480145984,290.781785813279,2014/15
2015,Lanarkshire,0-44,All,Cerebrovascular Disease,69,19.4351962954826,19.7247170201217,2014/15
2015,Lanarkshire,45-64,All,Cerebrovascular Disease,404,217.312957554046,224.735138160469,2014/15
2015,Lanarkshire,65-74,All,Cerebrovascular Disease,380,597.287059304318,616.37275834849,2014/15
2015,Lanarkshire,over 75,All,Cerebrovascular Disease,815,1671.93205596357,1743.26670361905,2014/15
2015,Lanarkshire,All,All,Cerebrovascular Disease,1668,255.31914893617,291.819301755696,2014/15
2016,Scotland,0-44,All,Cerebrovascular Disease,463,15.9157229811696,16.8873372770694,2015/16
2016,Scotland,45-64,All,Cerebrovascular Disease,2755,186.031875937334,189.195589218848,2015/16
2016,Scotland,65-74,All,Cerebrovascular Disease,2792,512.029577410546,528.167819040786,2015/16
2016,Scotland,over 75,All,Cerebrovascular Disease,6993,1597.60758663703,1629.95912811762,2015/16
2016,Scotland,All,All,Cerebrovascular Disease,13003,242.006327935976,261.40993580248,2015/16
2016,Ayrshire and Arran,0-44,All,Cerebrovascular Disease,37,20.2204576381412,21.5025476048037,2015/16
2016,Ayrshire and Arran,45-64,All,Cerebrovascular Disease,221,203.6866359447,205.064250906748,2015/16
2016,Ayrshire and Arran,65-74,All,Cerebrovascular Disease,252,564.402338238258,578.557628850564,2015/16
2016,Ayrshire and Arran,over 75,All,Cerebrovascular Disease,581,1686.1106274305,1725.42792868036,2015/16
2016,Ayrshire and Arran,All,All,Cerebrovascular Disease,1091,294.395423513856,281.990466807424,2015/16
2016,Borders,0-44,All,Cerebrovascular Disease,11,21.0598866595191,21.7390724167231,2015/16
2016,Borders,45-64,All,Cerebrovascular Disease,74,211.126961483595,210.330876517799,2015/16
2016,Borders,65-74,All,Cerebrovascular Disease,75,496.98495792194,507.742053773488,2015/16
2016,Borders,over 75,All,Cerebrovascular Disease,207,1775.75705584627,1816.26578188462,2015/16
2016,Borders,All,All,Cerebrovascular Disease,367,321.845128474963,284.25361739808,2015/16
2016,Dumfries and Galloway,0-44,All,Cerebrovascular Disease,10,14.6651219404889,15.396628287155,2015/16
2016,Dumfries and Galloway,45-64,All,Cerebrovascular Disease,65,143.996455471865,142.722112368955,2015/16
2016,Dumfries and Galloway,65-74,All,Cerebrovascular Disease,92,454.995054401583,472.459829809416,2015/16
2016,Dumfries and Galloway,over 75,All,Cerebrovascular Disease,249,1544.56919545934,1565.6829023621,2015/16
2016,Dumfries and Galloway,All,All,Cerebrovascular Disease,416,277.944811919556,236.655282395414,2015/16
2016,Forth Valley,0-44,All,Cerebrovascular Disease,22,13.6031707754426,13.9816353568621,2015/16
2016,Forth Valley,45-64,All,Cerebrovascular Disease,157,183.499105880153,189.326951092025,2015/16
2016,Forth Valley,65-74,All,Cerebrovascular Disease,174,552.854827947765,565.33882213447,2015/16
2016,Forth Valley,over 75,All,Cerebrovascular Disease,406,1699.38470553765,1795.84467267623,2015/16
2016,Forth Valley,All,All,Cerebrovascular Disease,759,250.784734842227,278.708321997072,2015/16
2016,Grampian,0-44,All,Cerebrovascular Disease,32,9.68866093622742,10.0930340983684,2015/16
2016,Grampian,45-64,All,Cerebrovascular Disease,193,122.92132398367,124.615125367617,2015/16
2016,Grampian,65-74,All,Cerebrovascular Disease,247,440.442225392297,454.840542529199,2015/16
2016,Grampian,over 75,All,Cerebrovascular Disease,679,1527.69653062143,1545.38335597633,2015/16
2016,Grampian,All,All,Cerebrovascular Disease,1151,195.808240617876,225.316005638973,2015/16
2016,Highland,0-44,All,Cerebrovascular Disease,23,14.8509737073196,16.2063789017596,2015/16
2016,Highland,45-64,All,Cerebrovascular Disease,163,170.275888725229,168.248049185003,2015/16
2016,Highland,65-74,All,Cerebrovascular Disease,195,488.256798036957,501.236645635639,2015/16
2016,Highland,over 75,All,Cerebrovascular Disease,462,1516.59390079769,1519.57621435699,2015/16
2016,Highland,All,All,Cerebrovascular Disease,843,262.616822429907,242.728884724848,2015/16
2016,Lothian,0-44,All,Cerebrovascular Disease,75,14.7577369895791,15.870854532695,2015/16
2016,Lothian,45-64,All,Cerebrovascular Disease,369,166.994772927839,171.568506329731,2015/16
2016,Lothian,65-74,All,Cerebrovascular Disease,322,421.835903213551,436.385646499575,2015/16
2016,Lothian,over 75,All,Cerebrovascular Disease,966,1550.71114393039,1558.86588827085,2015/16
2016,Lothian,All,All,Cerebrovascular Disease,1732,199.585157870477,240.154338451866,2015/16
2016,Orkney,0-44,All,Cerebrovascular Disease,1,9.72573429293912,9.44822373393802,2015/16
2016,Orkney,45-64,All,Cerebrovascular Disease,11,167.325829023426,164.479066762681,2015/16
2016,Orkney,65-74,All,Cerebrovascular Disease,7,257.637099742363,262.925358581708,2015/16
2016,Orkney,over 75,All,Cerebrovascular Disease,18,858.369098712446,836.360174968367,2015/16
2016,Orkney,All,All,Cerebrovascular Disease,37,170.742962621135,151.568571906669,2015/16
2016,Shetland,0-44,All,Cerebrovascular Disease,0,0,0,2015/16
2016,Shetland,45-64,All,Cerebrovascular Disease,12,183.234081539166,182.264400090132,2015/16
2016,Shetland,65-74,All,Cerebrovascular Disease,8,319.872051179528,330.502221478339,2015/16
2016,Shetland,over 75,All,Cerebrovascular Disease,27,1478.64184008762,1512.64396700833,2015/16
2016,Shetland,All,All,Cerebrovascular Disease,47,202.586206896552,219.14075630986,2015/16
2016,Western Isles,0-44,All,Cerebrovascular Disease,3,24.216984178237,22.9877996150965,2015/16
2016,Western Isles,45-64,All,Cerebrovascular Disease,12,147.765053564832,146.442811515916,2015/16
2016,Western Isles,65-74,All,Cerebrovascular Disease,17,476.190476190476,491.915717390454,2015/16
2016,Western Isles,over 75,All,Cerebrovascular Disease,42,1404.21263791374,1480.37403503901,2015/16
2016,Western Isles,All,All,Cerebrovascular Disease,74,273.365349094939,236.105570323378,2015/16
2016,Fife,0-44,All,Cerebrovascular Disease,40,20.7670302627549,22.0971852364788,2015/16
2016,Fife,45-64,All,Cerebrovascular Disease,172,166.820231802531,168.733875381364,2015/16
2016,Fife,65-74,All,Cerebrovascular Disease,195,473.968207670993,486.364899620319,2015/16
2016,Fife,over 75,All,Cerebrovascular Disease,506,1620.75592568866,1649.1237530551,2015/16
2016,Fife,All,All,Cerebrovascular Disease,913,248.043903499239,256.136409238852,2015/16
2016,Tayside,0-44,All,Cerebrovascular Disease,25,11.5405210776077,12.7415219724264,2015/16
2016,Tayside,45-64,All,Cerebrovascular Disease,219,193.427014423119,193.647598819616,2015/16
2016,Tayside,65-74,All,Cerebrovascular Disease,214,467.79023761121,483.973487804489,2015/16
2016,Tayside,over 75,All,Cerebrovascular Disease,603,1528.74961971402,1562.31838676692,2015/16
2016,Tayside,All,All,Cerebrovascular Disease,1061,255.63801079414,249.622906580803,2015/16
2016,Greater Glasgow and Clyde,0-44,All,Cerebrovascular Disease,113,17.2898140044433,18.3940094586155,2015/16
2016,Greater Glasgow and Clyde,45-64,All,Cerebrovascular Disease,672,218.273237817138,225.339955827046,2015/16
2016,Greater Glasgow and Clyde,65-74,All,Cerebrovascular Disease,608,601.819315628495,620.41138058141,2015/16
2016,Greater Glasgow and Clyde,over 75,All,Cerebrovascular Disease,1463,1673.37695017615,1712.79599695133,2015/16
2016,Greater Glasgow and Clyde,All,All,Cerebrovascular Disease,2856,248.371583368844,288.942688088488,2015/16
2016,Lanarkshire,0-44,All,Cerebrovascular Disease,71,20.1258574749135,21.2203941879051,2015/16
2016,Lanarkshire,45-64,All,Cerebrovascular Disease,415,221.290845490999,227.744408788993,2015/16
2016,Lanarkshire,65-74,All,Cerebrovascular Disease,386,595.743367339064,619.617359203117,2015/16
2016,Lanarkshire,over 75,All,Cerebrovascular Disease,784,1587.65517101719,1649.28273265314,2015/16
2016,Lanarkshire,All,All,Cerebrovascular Disease,1656,253.021436538373,285.306549845661,2015/16
2017,Scotland,0-44,All,Cerebrovascular Disease,468,16.0574610066175,17.2379157408832,2016/17
2017,Scotland,45-64,All,Cerebrovascular Disease,2917,195.599185953336,198.178310023779,2016/17
2017,Scotland,65-74,All,Cerebrovascular Disease,2899,520.89416271519,537.207710886963,2016/17
2017,Scotland,over 75,All,Cerebrovascular Disease,6980,1578.08229088714,1596.65520779072,2016/17
2017,Scotland,All,All,Cerebrovascular Disease,13264,245.416026791496,261.931505000674,2016/17
2017,Ayrshire and Arran,0-44,All,Cerebrovascular Disease,40,22.0744460693689,24.0179512234541,2016/17
2017,Ayrshire and Arran,45-64,All,Cerebrovascular Disease,272,249.646639866366,249.283093721066,2016/17
2017,Ayrshire and Arran,65-74,All,Cerebrovascular Disease,291,640.010556875165,654.56256426624,2016/17
2017,Ayrshire and Arran,over 75,All,Cerebrovascular Disease,612,1751.92511378925,1820.52189409293,2016/17
2017,Ayrshire and Arran,All,All,Cerebrovascular Disease,1215,327.882124352332,311.605753213067,2016/17
2017,Borders,0-44,All,Cerebrovascular Disease,8,15.3857989076083,16.2302787693091,2016/17
2017,Borders,45-64,All,Cerebrovascular Disease,78,221.019523391233,217.780919961654,2016/17
2017,Borders,65-74,All,Cerebrovascular Disease,65,420.684745323927,423.996926493863,2016/17
2017,Borders,over 75,All,Cerebrovascular Disease,190,1611.2618724559,1722.79738630495,2016/17
2017,Borders,All,All,Cerebrovascular Disease,341,297.738583777176,266.047736374566,2016/17
2017,Dumfries and Galloway,0-44,All,Cerebrovascular Disease,8,11.8627480055755,12.7209001217482,2016/17
2017,Dumfries and Galloway,45-64,All,Cerebrovascular Disease,75,166.021029330382,163.30523882902,2016/17
2017,Dumfries and Galloway,65-74,All,Cerebrovascular Disease,94,459.388134102238,469.179169085546,2016/17
2017,Dumfries and Galloway,over 75,All,Cerebrovascular Disease,229,1392.52052295531,1409.9301985743,2016/17
2017,Dumfries and Galloway,All,All,Cerebrovascular Disease,406,271.535580524345,226.302704981104,2016/17
2017,Forth Valley,0-44,All,Cerebrovascular Disease,29,17.940104794957,18.4710675386784,2016/17
2017,Forth Valley,45-64,All,Cerebrovascular Disease,157,181.784498529514,187.787098312256,2016/17
2017,Forth Valley,65-74,All,Cerebrovascular Disease,179,555.72803477181,579.930932090536,2016/17
2017,Forth Valley,over 75,All,Cerebrovascular Disease,390,1607.91589363018,1605.37223613299,2016/17
2017,Forth Valley,All,All,Cerebrovascular Disease,755,247.963741460851,265.11420664511,2016/17
2017,Grampian,0-44,All,Cerebrovascular Disease,50,15.2411608887426,15.8650036624614,2016/17
2017,Grampian,45-64,All,Cerebrovascular Disease,193,122.396692118414,123.976913760134,2016/17
2017,Grampian,65-74,All,Cerebrovascular Disease,254,441.631602740202,458.267361216966,2016/17
2017,Grampian,over 75,All,Cerebrovascular Disease,656,1462.88160916977,1465.02834209052,2016/17
2017,Grampian,All,All,Cerebrovascular Disease,1153,196.055092671314,221.391607840093,2016/17
2017,Highland,0-44,All,Cerebrovascular Disease,21,13.6027982899339,14.460287202925,2016/17
2017,Highland,45-64,All,Cerebrovascular Disease,155,161.64692140831,158.548131545123,2016/17
2017,Highland,65-74,All,Cerebrovascular Disease,180,441.144033526947,453.867266304928,2016/17
2017,Highland,over 75,All,Cerebrovascular Disease,500,1621.84955723507,1647.54015123179,2016/17
2017,Highland,All,All,Cerebrovascular Disease,856,265.9210935073,245.758486521916,2016/17
2017,Lothian,0-44,All,Cerebrovascular Disease,50,9.71169851780057,9.80129419520178,2016/17
2017,Lothian,45-64,All,Cerebrovascular Disease,368,164.4384070923,168.829124582184,2016/17
2017,Lothian,65-74,All,Cerebrovascular Disease,383,489.594518586695,506.927560527708,2016/17
2017,Lothian,over 75,All,Cerebrovascular Disease,988,1564.85103821848,1547.98290807744,2016/17
2017,Lothian,All,All,Cerebrovascular Disease,1789,203.295454545455,242.578272462066,2016/17
2017,Orkney,0-44,All,Cerebrovascular Disease,1,9.73330737784699,11.0417061013313,2016/17
2017,Orkney,45-64,All,Cerebrovascular Disease,9,136.17793917385401,139.065435869351,2016/17
2017,Orkney,65-74,All,Cerebrovascular Disease,8,283.085633404105,278.268627800995,2016/17
2017,Orkney,over 75,All,Cerebrovascular Disease,30,1401.21438580103,1455.49799167673,2016/17
2017,Orkney,All,All,Cerebrovascular Disease,48,219.679633867277,203.027886970107,2016/17
2017,Shetland,0-44,All,Cerebrovascular Disease,1,8.18330605564648,7.61224602779162,2016/17
2017,Shetland,45-64,All,Cerebrovascular Disease,7,106.431503725103,103.476714197182,2016/17
2017,Shetland,65-74,All,Cerebrovascular Disease,9,349.922239502333,365.64621461247,2016/17
2017,Shetland,over 75,All,Cerebrovascular Disease,30,1638.44893500819,1701.69127767345,2016/17
2017,Shetland,All,All,Cerebrovascular Disease,47,202.586206896552,223.077009642181,2016/17
2017,Western Isles,0-44,All,Cerebrovascular Disease,3,24.6730816679003,24.505884138851,2016/17
2017,Western Isles,45-64,All,Cerebrovascular Disease,12,148.111577388299,146.053323016752,2016/17
2017,Western Isles,65-74,All,Cerebrovascular Disease,14,390.298299414553,393.843920936211,2016/17
2017,Western Isles,over 75,All,Cerebrovascular Disease,52,1703.80078636959,1641.03824624186,2016/17
2017,Western Isles,All,All,Cerebrovascular Disease,81,301.115241635688,240.984361894488,2016/17
2017,Fife,0-44,All,Cerebrovascular Disease,27,13.9992118962192,15.0635575945861,2016/17
2017,Fife,45-64,All,Cerebrovascular Disease,203,195.560864706562,197.273903544512,2016/17
2017,Fife,65-74,All,Cerebrovascular Disease,190,451.14567256322,458.319609598202,2016/17
2017,Fife,over 75,All,Cerebrovascular Disease,507,1607.32967694893,1627.71357982634,2016/17
2017,Fife,All,All,Cerebrovascular Disease,927,250.31728458402,255.029686732554,2016/17
2017,Tayside,0-44,All,Cerebrovascular Disease,20,9.2766099556578,10.8101660612804,2016/17
2017,Tayside,45-64,All,Cerebrovascular Disease,192,169.157034113335,169.177804330498,2016/17
2017,Tayside,65-74,All,Cerebrovascular Disease,216,462.913353764386,481.349598235218,2016/17
2017,Tayside,over 75,All,Cerebrovascular Disease,659,1659.57339645924,1632.65474399007,2016/17
2017,Tayside,All,All,Cerebrovascular Disease,1087,261.631405396298,248.150242594478,2016/17
2017,Greater Glasgow and Clyde,0-44,All,Cerebrovascular Disease,136,20.5857867251949,22.7895417343028,2016/17
