year,hbr,age,sex,diagnosis,number_of_deaths,crude_rate,easr
2017,S08000030,0-44,Male,Cerebrovascular Disease,0,0,0
2017,S08000030,0-44,Male,Stroke,0,0,0
2017,S08000030,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2017,S08000030,0-44,Female,Cerebrovascular Disease,0,0,0
2017,S08000030,0-44,Female,Stroke,0,0,0
2017,S08000030,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2017,S08000030,45-64,All,Cerebrovascular Disease,22,19.33556,19.43764
2017,S08000030,45-64,All,Stroke,12,10.54667,10.72993
2017,S08000030,45-64,All,Subarachnoid Haemorrhage,4,3.515556,3.453158
2017,S08000030,45-64,Male,Cerebrovascular Disease,13,23.49072,23.19073
2017,S08000030,45-64,Male,Stroke,8,14.45583,14.37891
2017,S08000030,45-64,Male,Subarachnoid Haemorrhage,0,0,0
2017,S08000030,45-64,Female,Cerebrovascular Disease,9,15.40067,15.68454
2017,S08000030,45-64,Female,Stroke,4,6.844744,7.080956
2017,S08000030,45-64,Female,Subarachnoid Haemorrhage,4,6.844744,6.906316
2017,S08000030,65-74,All,Cerebrovascular Disease,33,70.11282,71.36522
2017,S08000030,65-74,All,Stroke,19,40.36799,40.93037
2017,S08000030,65-74,All,Subarachnoid Haemorrhage,3,6.373893,6.16614
2017,S08000030,65-74,Male,Cerebrovascular Disease,19,84.33575,85.3141
2017,S08000030,65-74,Male,Stroke,11,48.82596,49.10896
2017,S08000030,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2017,S08000030,65-74,Female,Cerebrovascular Disease,14,57.05436,57.41635
2017,S08000030,65-74,Female,Stroke,8,32.60249,32.75179
2017,S08000030,65-74,Female,Subarachnoid Haemorrhage,3,12.22594,12.33228
2017,S08000030,under 75,All,Cerebrovascular Disease,55,14.63175,13.89486
2017,S08000030,under 75,All,Stroke,31,8.246984,7.847387
2017,S08000030,under 75,All,Subarachnoid Haemorrhage,7,1.862222,1.717068
2017,S08000030,under 75,Male,Cerebrovascular Disease,32,17.20634,16.59728
2017,S08000030,under 75,Male,Stroke,19,10.21626,9.853684
2017,S08000030,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2017,S08000030,under 75,Female,Cerebrovascular Disease,23,12.11055,11.19244
2017,S08000030,under 75,Female,Stroke,12,6.31855,5.841089
2017,S08000030,under 75,Female,Subarachnoid Haemorrhage,7,3.685821,3.434135
2017,S08000030,over 75,All,Cerebrovascular Disease,272,676.7011,668.6872
2017,S08000030,over 75,All,Stroke,137,340.8384,320.5589
2017,S08000030,over 75,All,Subarachnoid Haemorrhage,4,9.951487,9.401699
2017,S08000030,over 75,Male,Cerebrovascular Disease,103,620.8934,682.9359
2017,S08000030,over 75,Male,Stroke,44,265.236,280.3605
2017,S08000030,over 75,Male,Subarachnoid Haemorrhage,2,12.05618,11.08466
2017,S08000030,over 75,Female,Cerebrovascular Disease,169,715.9197,654.4385
2017,S08000030,over 75,Female,Stroke,93,393.9676,360.7573
2017,S08000030,over 75,Female,Subarachnoid Haemorrhage,2,8.472422,7.718741
2017,S08000031,All,All,Cerebrovascular Disease,781,66.80295,79.15185
2017,S08000031,All,All,Stroke,406,34.72727,40.22087
2017,S08000031,All,All,Subarachnoid Haemorrhage,36,3.079265,3.400999
2017,S08000031,All,Male,Cerebrovascular Disease,324,57.24109,83.83168
2017,S08000031,All,Male,Stroke,163,28.79721,40.91619
2017,S08000031,All,Male,Subarachnoid Haemorrhage,10,1.7667,2.209453
2017,S08000031,All,Female,Cerebrovascular Disease,457,75.7773,74.47201
2017,S08000031,All,Female,Stroke,243,40.29296,39.52554
2017,S08000031,All,Female,Subarachnoid Haemorrhage,26,4.311181,4.592545
2017,S08000031,0-44,All,Cerebrovascular Disease,21,3.155736,3.642429
2017,S08000031,0-44,All,Stroke,6,0.901639,1.025219
2017,S08000031,0-44,All,Subarachnoid Haemorrhage,10,1.502731,1.777597
2017,S08000031,0-44,Male,Cerebrovascular Disease,11,3.286702,3.869321
2017,S08000031,0-44,Male,Stroke,4,1.195164,1.45698
2017,S08000031,0-44,Male,Subarachnoid Haemorrhage,2,0.597582,0.733116
2017,S08000031,0-44,Female,Cerebrovascular Disease,10,3.023221,3.415537
2017,S08000031,0-44,Female,Stroke,2,0.604644,0.593459
2017,S08000031,0-44,Female,Subarachnoid Haemorrhage,8,2.418577,2.822078
2017,S08000031,45-64,All,Cerebrovascular Disease,67,21.49282,22.04326
2017,S08000031,45-64,All,Stroke,42,13.47311,13.78964
2017,S08000031,45-64,All,Subarachnoid Haemorrhage,11,3.528672,3.513216
2017,S08000031,45-64,Male,Cerebrovascular Disease,39,26.22501,26.56665
2017,S08000031,45-64,Male,Stroke,28,18.82821,18.93501
2017,S08000031,45-64,Male,Subarachnoid Haemorrhage,3,2.017309,2.057088
2017,S08000031,45-64,Female,Cerebrovascular Disease,28,17.17591,17.51988
2017,S08000031,45-64,Female,Stroke,14,8.587956,8.644266
2017,S08000031,45-64,Female,Subarachnoid Haemorrhage,8,4.907403,4.969343
2017,S08000031,65-74,All,Cerebrovascular Disease,106,101.835,103.8015
2017,S08000031,65-74,All,Stroke,63,60.52455,61.33229
2017,S08000031,65-74,All,Subarachnoid Haemorrhage,4,3.842828,3.670908
2017,S08000031,65-74,Male,Cerebrovascular Disease,60,122.5265,123.2318
2017,S08000031,65-74,Male,Stroke,32,65.34746,65.72362
2017,S08000031,65-74,Male,Subarachnoid Haemorrhage,1,2.042108,1.939676
2017,S08000031,65-74,Female,Cerebrovascular Disease,46,83.45277,84.37123
2017,S08000031,65-74,Female,Stroke,31,56.23991,56.94096
2017,S08000031,65-74,Female,Subarachnoid Haemorrhage,3,5.442572,5.40214
2017,S08000031,under 75,All,Cerebrovascular Disease,194,17.94175,20.55773
2017,S08000031,under 75,All,Stroke,111,10.26564,11.70084
2017,S08000031,under 75,All,Subarachnoid Haemorrhage,25,2.312081,2.501484
2017,S08000031,under 75,Male,Cerebrovascular Disease,110,20.66255,24.25157
2017,S08000031,under 75,Male,Stroke,64,12.02185,13.96212
2017,S08000031,under 75,Male,Subarachnoid Haemorrhage,6,1.127048,1.257887
2017,S08000031,under 75,Female,Cerebrovascular Disease,84,15.30297,16.86389
2017,S08000031,under 75,Female,Stroke,47,8.562377,9.43956
2017,S08000031,under 75,Female,Subarachnoid Haemorrhage,19,3.461386,3.74508
2017,S08000031,over 75,All,Cerebrovascular Disease,587,668.3137,671.6034
2017,S08000031,over 75,All,Stroke,295,335.8647,328.59
2017,S08000031,over 75,All,Subarachnoid Haemorrhage,11,12.52377,12.4961
2017,S08000031,over 75,Male,Cerebrovascular Disease,214,635.7128,686.2528
2017,S08000031,over 75,Male,Stroke,99,294.0914,313.4518
2017,S08000031,over 75,Male,Subarachnoid Haemorrhage,4,11.88248,11.83084
2017,S08000031,over 75,Female,Cerebrovascular Disease,373,688.573,656.9541
2017,S08000031,over 75,Female,Stroke,196,361.8239,343.7283
2017,S08000031,over 75,Female,Subarachnoid Haemorrhage,7,12.92228,13.16135
2017,S08000032,All,All,Cerebrovascular Disease,498,75.66894,88.76345
2017,S08000032,All,All,Stroke,284,43.15257,49.53283
2017,S08000032,All,All,Subarachnoid Haemorrhage,20,3.038913,3.322044
2017,S08000032,All,Male,Cerebrovascular Disease,194,60.95377,87.23401
2017,S08000032,All,Male,Stroke,100,31.41947,43.67796
2017,S08000032,All,Male,Subarachnoid Haemorrhage,10,3.141947,3.858091
2017,S08000032,All,Female,Cerebrovascular Disease,304,89.44965,90.2929
2017,S08000032,All,Female,Stroke,184,54.14058,55.38771
2017,S08000032,All,Female,Subarachnoid Haemorrhage,10,2.942423,2.785997
2017,S08000032,0-44,All,Cerebrovascular Disease,5,1.429744,1.562622
2017,S08000032,0-44,All,Stroke,4,1.143795,1.245357
2017,S08000032,0-44,All,Subarachnoid Haemorrhage,0,0,0
2017,S08000032,0-44,Male,Cerebrovascular Disease,2,1.145082,1.275595
2017,S08000032,0-44,Male,Stroke,1,0.572541,0.641064
2017,S08000032,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2017,S08000032,0-44,Female,Cerebrovascular Disease,3,1.713767,1.84965
2017,S08000032,0-44,Female,Stroke,3,1.713767,1.84965
2017,S08000032,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2017,S08000032,45-64,All,Cerebrovascular Disease,40,20.95272,21.24474
2017,S08000032,45-64,All,Stroke,20,10.47636,10.66937
2017,S08000032,45-64,All,Subarachnoid Haemorrhage,9,4.714362,4.80593
2017,S08000032,45-64,Male,Cerebrovascular Disease,21,22.839,23.07892
2017,S08000032,45-64,Male,Stroke,11,11.96328,12.08719
2017,S08000032,45-64,Male,Subarachnoid Haemorrhage,5,5.437856,5.515569
2017,S08000032,45-64,Female,Cerebrovascular Disease,19,19.20006,19.41056
2017,S08000032,45-64,Female,Stroke,9,9.094767,9.251546
2017,S08000032,45-64,Female,Subarachnoid Haemorrhage,4,4.042119,4.096291
2017,S08000032,65-74,All,Cerebrovascular Disease,65,97.2457,99.96742
2017,S08000032,65-74,All,Stroke,38,56.85133,58.26999
2017,S08000032,65-74,All,Subarachnoid Haemorrhage,3,4.488263,4.349827
2017,S08000032,65-74,Male,Cerebrovascular Disease,36,114.3656,117.2443
2017,S08000032,65-74,Male,Stroke,21,66.71326,67.87321
2017,S08000032,65-74,Male,Subarachnoid Haemorrhage,1,3.176822,3.029026
2017,S08000032,65-74,Female,Cerebrovascular Disease,29,82.00662,82.69054
2017,S08000032,65-74,Female,Stroke,17,48.07284,48.66677
2017,S08000032,65-74,Female,Subarachnoid Haemorrhage,2,5.655629,5.670628
2017,S08000032,under 75,All,Cerebrovascular Disease,110,18.10819,18.64863
2017,S08000032,under 75,All,Stroke,62,10.20643,10.56948
2017,S08000032,under 75,All,Subarachnoid Haemorrhage,12,1.975439,1.901432
2017,S08000032,under 75,Male,Cerebrovascular Disease,59,19.79295,21.00592
2017,S08000032,under 75,Male,Stroke,33,11.07063,11.73183
2017,S08000032,under 75,Male,Subarachnoid Haemorrhage,6,2.012842,1.955685
2017,S08000032,under 75,Female,Cerebrovascular Disease,51,16.4849,16.29134
2017,S08000032,under 75,Female,Stroke,29,9.373768,9.407123
2017,S08000032,under 75,Female,Subarachnoid Haemorrhage,6,1.9394,1.847179
2017,S08000032,over 75,All,Cerebrovascular Disease,388,765.7391,797.7023
2017,S08000032,over 75,All,Stroke,222,438.1291,443.4957
2017,S08000032,over 75,All,Subarachnoid Haemorrhage,8,15.78843,17.68601
2017,S08000032,over 75,Male,Cerebrovascular Disease,135,668.7141,756.8736
2017,S08000032,over 75,Male,Stroke,67,331.8803,366.6888
2017,S08000032,over 75,Male,Subarachnoid Haemorrhage,4,19.81375,23.09353
2017,S08000032,over 75,Female,Cerebrovascular Disease,253,829.998,838.5309
2017,S08000032,over 75,Female,Stroke,155,508.4968,520.3025
2017,S08000032,over 75,Female,Subarachnoid Haemorrhage,4,13.1225,12.27848
2018,S92000003,All,All,Cerebrovascular Disease,3835,70.52095,76.37857
2018,S92000003,All,All,Stroke,2072,38.10154,40.44872
2018,S92000003,All,All,Subarachnoid Haemorrhage,147,2.70315,2.685487
2018,S92000003,All,Male,Cerebrovascular Disease,1622,61.23641,79.74514
2018,S92000003,All,Male,Stroke,840,31.71306,40.32623
2018,S92000003,All,Male,Subarachnoid Haemorrhage,48,1.812175,1.97296
2018,S92000003,All,Female,Cerebrovascular Disease,2213,79.33751,73.012
2018,S92000003,All,Female,Stroke,1232,44.16801,40.57122
2018,S92000003,All,Female,Subarachnoid Haemorrhage,99,3.549215,3.398013
2018,S92000003,0-44,All,Cerebrovascular Disease,30,1.030912,1.143327
2018,S92000003,0-44,All,Stroke,12,0.412365,0.462427
2018,S92000003,0-44,All,Subarachnoid Haemorrhage,12,0.412365,0.448772
2018,S92000003,0-44,Male,Cerebrovascular Disease,18,1.231881,1.383348
2018,S92000003,0-44,Male,Stroke,8,0.547503,0.618495
2018,S92000003,0-44,Male,Subarachnoid Haemorrhage,6,0.410627,0.453775
2018,S92000003,0-44,Female,Cerebrovascular Disease,12,0.828234,0.903306
2018,S92000003,0-44,Female,Stroke,4,0.276078,0.306358
2018,S92000003,0-44,Female,Subarachnoid Haemorrhage,6,0.414117,0.443769
2018,S92000003,45-64,All,Cerebrovascular Disease,283,18.8423,18.7621
2018,S92000003,45-64,All,Stroke,158,10.51973,10.45036
2018,S92000003,45-64,All,Subarachnoid Haemorrhage,58,3.861672,3.793563
2018,S92000003,45-64,Male,Cerebrovascular Disease,157,21.57408,21.4026
2018,S92000003,45-64,Male,Stroke,97,13.32921,13.14363
2018,S92000003,45-64,Male,Subarachnoid Haemorrhage,18,2.473462,2.47345
2018,S92000003,45-64,Female,Cerebrovascular Disease,126,16.27455,16.1216
2018,S92000003,45-64,Female,Stroke,61,7.878948,7.757092
2018,S92000003,45-64,Female,Subarachnoid Haemorrhage,40,5.166524,5.113676
2018,S92000003,65-74,All,Cerebrovascular Disease,528,92.40818,93.06859
2018,S92000003,65-74,All,Stroke,294,51.45455,51.81308
2018,S92000003,65-74,All,Subarachnoid Haemorrhage,31,5.42548,5.311007
2018,S92000003,65-74,Male,Cerebrovascular Disease,287,104.9863,105.38
2018,S92000003,65-74,Male,Stroke,160,58.52895,58.74293
2018,S92000003,65-74,Male,Subarachnoid Haemorrhage,7,2.560641,2.548055
2018,S92000003,65-74,Female,Cerebrovascular Disease,241,80.87004,80.75722
2018,S92000003,65-74,Female,Stroke,134,44.96508,44.88324
2018,S92000003,65-74,Female,Subarachnoid Haemorrhage,24,8.053448,8.07396
2018,S92000003,under 75,All,Cerebrovascular Disease,841,16.87615,16.88083
2018,S92000003,under 75,All,Stroke,464,9.310979,9.296077
2018,S92000003,under 75,All,Subarachnoid Haemorrhage,101,2.026743,1.983832
2018,S92000003,under 75,Male,Cerebrovascular Disease,462,18.76314,19.21274
2018,S92000003,under 75,Male,Stroke,265,10.76241,10.97259
2018,S92000003,under 75,Male,Subarachnoid Haemorrhage,31,1.258999,1.28357
2018,S92000003,under 75,Female,Cerebrovascular Disease,379,15.03318,14.54892
2018,S92000003,under 75,Female,Stroke,199,7.893411,7.619564
2018,S92000003,under 75,Female,Subarachnoid Haemorrhage,70,2.776577,2.684093
2018,S92000003,over 75,All,Cerebrovascular Disease,2994,658.404,677.9668
2018,S92000003,over 75,All,Stroke,1608,353.6118,355.4366
2018,S92000003,over 75,All,Subarachnoid Haemorrhage,46,10.11576,9.780001
2018,S92000003,over 75,Male,Cerebrovascular Disease,1160,622.0606,691.7949
2018,S92000003,over 75,Male,Stroke,575,308.349,337.1242
2018,S92000003,over 75,Male,Subarachnoid Haemorrhage,17,9.116406,8.943463
2018,S92000003,over 75,Female,Cerebrovascular Disease,1834,683.6676,664.1387
2018,S92000003,over 75,Female,Stroke,1033,385.0756,373.749
2018,S92000003,over 75,Female,Subarachnoid Haemorrhage,29,10.81045,10.61654
2018,S08000015,All,All,Cerebrovascular Disease,344,93.05597,87.12681
2018,S08000015,All,All,Stroke,181,48.96259,44.27791
2018,S08000015,All,All,Subarachnoid Haemorrhage,10,2.705115,2.512078
2018,S08000015,All,Male,Cerebrovascular Disease,145,81.82105,90.18637
2018,S08000015,All,Male,Stroke,68,38.37125,40.97245
2018,S08000015,All,Male,Subarachnoid Haemorrhage,5,2.821416,2.673268
2018,S08000015,All,Female,Cerebrovascular Disease,199,103.4013,84.06724
2018,S08000015,All,Female,Stroke,113,58.71533,47.58337
2018,S08000015,All,Female,Subarachnoid Haemorrhage,5,2.598023,2.350888
2018,S08000015,0-44,All,Cerebrovascular Disease,2,1.12503,1.165035
2018,S08000015,0-44,All,Stroke,1,0.562515,0.554668
2018,S08000015,0-44,All,Subarachnoid Haemorrhage,1,0.562515,0.610366
2018,S08000015,0-44,Male,Cerebrovascular Disease,1,1.134778,1.109336
2018,S08000015,0-44,Male,Stroke,1,1.134778,1.109336
2018,S08000015,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000015,0-44,Female,Cerebrovascular Disease,1,1.115449,1.220733
2018,S08000015,0-44,Female,Stroke,0,0,0
2018,S08000015,0-44,Female,Subarachnoid Haemorrhage,1,1.115449,1.220733
2018,S08000015,45-64,All,Cerebrovascular Disease,17,15.58432,15.46853
2018,S08000015,45-64,All,Stroke,13,11.91742,11.77768
2018,S08000015,45-64,All,Subarachnoid Haemorrhage,0,0,0
2018,S08000015,45-64,Male,Cerebrovascular Disease,11,21.26385,20.63389
2018,S08000015,45-64,Male,Stroke,7,13.53154,13.25219
2018,S08000015,45-64,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000015,45-64,Female,Cerebrovascular Disease,6,10.46153,10.30318
2018,S08000015,45-64,Female,Stroke,6,10.46153,10.30318
2018,S08000015,45-64,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000015,65-74,All,Cerebrovascular Disease,54,115.6366,115.4285
2018,S08000015,65-74,All,Stroke,29,62.10116,61.85791
2018,S08000015,65-74,All,Subarachnoid Haemorrhage,5,10.7071,10.69065
2018,S08000015,65-74,Male,Cerebrovascular Disease,28,125.8823,125.7591
2018,S08000015,65-74,Male,Stroke,14,62.94115,62.89659
2018,S08000015,65-74,Male,Subarachnoid Haemorrhage,2,8.991593,9.024197
2018,S08000015,65-74,Female,Cerebrovascular Disease,26,106.3177,105.0979
2018,S08000015,65-74,Female,Stroke,15,61.33715,60.81924
2018,S08000015,65-74,Female,Subarachnoid Haemorrhage,3,12.26743,12.3571
2018,S08000015,under 75,All,Cerebrovascular Disease,73,21.88545,18.51459
2018,S08000015,under 75,All,Stroke,43,12.89143,10.89636
2018,S08000015,under 75,All,Subarachnoid Haemorrhage,6,1.798804,1.595732
2018,S08000015,under 75,Male,Cerebrovascular Disease,40,24.67658,21.17772
2018,S08000015,under 75,Male,Stroke,22,13.57212,11.77474
2018,S08000015,under 75,Male,Subarachnoid Haemorrhage,2,1.233829,1.041254
2018,S08000015,under 75,Female,Cerebrovascular Disease,33,19.2467,15.85145
2018,S08000015,under 75,Female,Stroke,21,12.2479,10.01798
2018,S08000015,under 75,Female,Subarachnoid Haemorrhage,4,2.332933,2.15021
2018,S08000015,over 75,All,Cerebrovascular Disease,271,750.3807,780.8726
2018,S08000015,over 75,All,Stroke,138,382.1127,381.8025
2018,S08000015,over 75,All,Subarachnoid Haemorrhage,4,11.07573,11.77736
2018,S08000015,over 75,Male,Cerebrovascular Disease,105,694.4904,787.9405
2018,S08000015,over 75,Male,Stroke,46,304.2529,336.1938
2018,S08000015,over 75,Male,Subarachnoid Haemorrhage,3,19.84258,19.17475
2018,S08000015,over 75,Female,Cerebrovascular Disease,166,790.6268,773.8047
2018,S08000015,over 75,Female,Stroke,92,438.1787,427.4112
2018,S08000015,over 75,Female,Subarachnoid Haemorrhage,1,4.762812,4.379971
2018,S08000016,All,All,Cerebrovascular Disease,100,86.75284,81.04562
2018,S08000016,All,All,Stroke,60,52.0517,44.75441
2018,S08000016,All,All,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,All,Male,Cerebrovascular Disease,49,87.51719,94.13293
2018,S08000016,All,Male,Stroke,24,42.86556,41.33325
2018,S08000016,All,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,All,Female,Cerebrovascular Disease,51,86.03094,67.95832
2018,S08000016,All,Female,Stroke,36,60.72772,48.17557
2018,S08000016,All,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,0-44,All,Cerebrovascular Disease,0,0,0
2018,S08000016,0-44,All,Stroke,0,0,0
2018,S08000016,0-44,All,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,0-44,Male,Cerebrovascular Disease,0,0,0
2018,S08000016,0-44,Male,Stroke,0,0,0
2018,S08000016,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,0-44,Female,Cerebrovascular Disease,0,0,0
2018,S08000016,0-44,Female,Stroke,0,0,0
2018,S08000016,0-44,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,45-64,All,Cerebrovascular Disease,2,5.624613,6.03447
2018,S08000016,45-64,All,Stroke,1,2.812307,2.696702
2018,S08000016,45-64,All,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,45-64,Male,Cerebrovascular Disease,2,11.5141,12.06894
2018,S08000016,45-64,Male,Stroke,1,5.757052,5.393404
2018,S08000016,45-64,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,45-64,Female,Cerebrovascular Disease,0,0,0
2018,S08000016,45-64,Female,Stroke,0,0,0
2018,S08000016,45-64,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,65-74,All,Cerebrovascular Disease,16,100.8636,101.3844
2018,S08000016,65-74,All,Stroke,10,63.03978,63.24865
2018,S08000016,65-74,All,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,65-74,Male,Cerebrovascular Disease,11,141.9355,140.7924
2018,S08000016,65-74,Male,Stroke,7,90.32258,89.91773
2018,S08000016,65-74,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,65-74,Female,Cerebrovascular Disease,5,61.62948,61.97641
2018,S08000016,65-74,Female,Stroke,3,36.97769,36.57958
2018,S08000016,65-74,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,under 75,All,Cerebrovascular Disease,18,17.47064,13.45549
2018,S08000016,under 75,All,Stroke,11,10.6765,8.083225
2018,S08000016,under 75,All,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,under 75,Male,Cerebrovascular Disease,13,25.6299,19.75985
2018,S08000016,under 75,Male,Stroke,8,15.77225,11.94573
2018,S08000016,under 75,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,under 75,Female,Cerebrovascular Disease,5,9.558767,7.151124
2018,S08000016,under 75,Female,Stroke,3,5.73526,4.220721
2018,S08000016,under 75,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,over 75,All,Cerebrovascular Disease,82,669.9346,764.457
2018,S08000016,over 75,All,Stroke,49,400.3268,415.5408
2018,S08000016,over 75,All,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,over 75,Male,Cerebrovascular Disease,36,683.501,846.1274
2018,S08000016,over 75,Male,Stroke,16,303.7782,338.4737
2018,S08000016,over 75,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000016,over 75,Female,Cerebrovascular Disease,46,659.6874,682.7866
2018,S08000016,over 75,Female,Stroke,33,473.254,492.6079
2018,S08000016,over 75,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000017,All,All,Cerebrovascular Disease,143,96.10861,76.76636
2018,S08000017,All,All,Stroke,82,55.11123,43.64624
2018,S08000017,All,All,Subarachnoid Haemorrhage,6,4.032529,3.779436
2018,S08000017,All,Male,Cerebrovascular Disease,58,80.19801,70.25067
2018,S08000017,All,Male,Stroke,34,47.01262,41.48072
2018,S08000017,All,Male,Subarachnoid Haemorrhage,2,2.765448,2.079007
2018,S08000017,All,Female,Cerebrovascular Disease,85,111.1562,83.28204
2018,S08000017,All,Female,Stroke,48,62.77053,45.81177
2018,S08000017,All,Female,Subarachnoid Haemorrhage,4,5.230878,5.479864
2018,S08000017,0-44,All,Cerebrovascular Disease,2,3.023386,3.201403
2018,S08000017,0-44,All,Stroke,0,0,0
2018,S08000017,0-44,All,Subarachnoid Haemorrhage,2,3.023386,3.201403
2018,S08000017,0-44,Male,Cerebrovascular Disease,0,0,0
2018,S08000017,0-44,Male,Stroke,0,0,0
2018,S08000017,0-44,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000017,0-44,Female,Cerebrovascular Disease,2,6.045401,6.402807
2018,S08000017,0-44,Female,Stroke,0,0,0
2018,S08000017,0-44,Female,Subarachnoid Haemorrhage,2,6.045401,6.402807
2018,S08000017,45-64,All,Cerebrovascular Disease,7,15.63896,15.19666
2018,S08000017,45-64,All,Stroke,3,6.702413,6.41626
2018,S08000017,45-64,All,Subarachnoid Haemorrhage,1,2.234138,1.989588
2018,S08000017,45-64,Male,Cerebrovascular Disease,4,18.55632,17.34088
2018,S08000017,45-64,Male,Stroke,2,9.278159,8.859682
2018,S08000017,45-64,Male,Subarachnoid Haemorrhage,0,0,0
2018,S08000017,45-64,Female,Cerebrovascular Disease,3,12.92881,13.05244
2018,S08000017,45-64,Female,Stroke,1,4.309602,3.972838
2018,S08000017,45-64,Female,Subarachnoid Haemorrhage,1,4.309602,3.979176
2018,S08000017,65-74,All,Cerebrovascular Disease,19,91.16645,91.40145
2018,S08000017,65-74,All,Stroke,15,71.97351,72.20465
2018,S08000017,65-74,All,Subarachnoid Haemorrhage,2,9.596468,9.475199
2018,S08000017,65-74,Male,Cerebrovascular Disease,13,127.1145,127.0993
2018,S08000017,65-74,Male,Stroke,11,107.5584,107.5382
2018,S08000017,65-74,Male,Subarachnoid Haemorrhage,1,9.778039,9.732618
2018,S08000017,65-74,Female,Cerebrovascular Disease,6,56.52911,55.70361
2018,S08000017,65-74,Female,Stroke,4,37.68607,36.87112
2018,S08000017,65-74,Female,Subarachnoid Haemorrhage,1,9.421519,9.217779
2018,S08000017,under 75,All,Cerebrovascular Disease,28,21.25205,16.87145
2018,S08000017,under 75,All,Stroke,18,13.66203,10.19978
2018,S08000017,under 75,All,Subarachnoid Haemorrhage,5,3.795009,3.572411
2018,S08000017,under 75,Male,Cerebrovascular Disease,17,26.21394,19.71512
2018,S08000017,under 75,Male,Stroke,13,20.04595,14.98827
2018,S08000017,under 75,Male,Subarachnoid Haemorrhage,1,1.541996,1.122994
2018,S08000017,under 75,Female,Cerebrovascular Disease,11,16.44221,14.02779
2018,S08000017,under 75,Female,Stroke,5,7.47373,5.411285
2018,S08000017,under 75,Female,Subarachnoid Haemorrhage,4,5.978984,6.021828
2018,S08000017,over 75,All,Cerebrovascular Disease,115,674.9618,682.3703
2018,S08000017,over 75,All,Stroke,64,375.6309,381.8272
2018,S08000017,over 75,All,Subarachnoid Haemorrhage,1,5.869233,5.87268
2018,S08000017,over 75,Male,Cerebrovascular Disease,41,548.8621,581.2213
2018,S08000017,over 75,Male,Stroke,21,281.1245,309.3488
2018,S08000017,over 75,Male,Subarachnoid Haemorrhage,1,13.38688,11.74536
2018,S08000017,over 75,Female,Cerebrovascular Disease,74,773.4114,783.5194
2018,S08000017,over 75,Female,Stroke,43,449.4147,454.3056
2018,S08000017,over 75,Female,Subarachnoid Haemorrhage,0,0,0
2018,S08000029,All,All,Cerebrovascular Disease,263,70.71603,73.48425
2018,S08000029,All,All,Stroke,140,37.64352,39.77569
2018,S08000029,All,All,Subarachnoid Haemorrhage,14,3.764352,3.534793
2018,S08000029,All,Male,Cerebrovascular Disease,111,61.45499,76.76528
2018,S08000029,All,Male,Stroke,61,33.77256,42.84556
2018,S08000029,All,Male,Subarachnoid Haemorrhage,4,2.214594,2.298769
2018,S08000029,All,Female,Cerebrovascular Disease,152,79.4605,70.20321
2018,S08000029,All,Female,Stroke,79,41.29855,36.70583
2018,S08000029,All,Female,Subarachnoid Haemorrhage,10,5.227665,4.770817
2018,S08000029,0-44,All,Cerebrovascular Disease,3,1.565305,1.706812
2018,S08000029,0-44,All,Stroke,1,0.521768,0.564245
2018,S08000029,0-44,All,Subarachnoid Haemorrhage,2,1.043536,1.142567
2018,S08000029,0-44,Male,Cerebrovascular Disease,1,1.046627,1.194625
2018,S08000029,0-44,Male,Stroke,0,0,0
2018,S08000029,0-44,Male,Subarachnoid Haemorrhage,1,1.046627,1.194625
2018,S08000029,0-44,Female,Cerebrovascular Disease,2,2.080927,2.218999
2018,S08000029,0-44,Female,Stroke,1,1.040464,1.12849
2018,S08000029,0-44,Female,Subarachnoid Haemorrhage,1,1.040464,1.090509
2018,S08000029,45-64,All,Cerebrovascular Disease,17,16.24245,15.85896
