year,ca,age,sex,diagnosis,number_of_deaths,crude_rate,easr,ca_name,hb,hb_name
2016,S12000020,under 75,All,Stroke,0,0,11.26,Moray,S08000020,NHS Grampian
2016,S12000020,under 75,All,Subarachnoid Haemorrhage,0,0,3.2,Moray,S08000020,NHS Grampian
2016,S12000020,under 75,Male,Cerebrovascular Disease,0,0,16.03,Moray,S08000020,NHS Grampian
2016,S12000020,under 75,Male,Stroke,0,0,13.98,Moray,S08000020,NHS Grampian
2016,S12000020,under 75,Male,Subarachnoid Haemorrhage,0,0,0,Moray,S08000020,NHS Grampian
2016,S12000020,under 75,Female,Cerebrovascular Disease,0,0,21.35,Moray,S08000020,NHS Grampian
2016,S12000020,under 75,Female,Stroke,0,0,8.54,Moray,S08000020,NHS Grampian
2016,S12000020,under 75,Female,Subarachnoid Haemorrhage,0,0,6.4,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,All,Cerebrovascular Disease,0,0,945.82,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,All,Stroke,0,0,525.5,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,All,Subarachnoid Haemorrhage,0,0,0,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,Male,Cerebrovascular Disease,0,0,903.96,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,Male,Stroke,0,0,448.54,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,Male,Subarachnoid Haemorrhage,0,0,0,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,Female,Cerebrovascular Disease,0,0,987.67,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,Female,Stroke,0,0,602.45,Moray,S08000020,NHS Grampian
2016,S12000020,over 75,Female,Subarachnoid Haemorrhage,0,0,0,Moray,S08000020,NHS Grampian
2016,S12000021,All,All,Cerebrovascular Disease,101,74.32,76.65,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,All,Stroke,48,35.32,34.7,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,All,Subarachnoid Haemorrhage,7,5.15,4.58,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,Male,Cerebrovascular Disease,50,77.33,92.06,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,Male,Stroke,22,34.03,38.66,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,Male,Subarachnoid Haemorrhage,2,3.09,2.98,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,Female,Cerebrovascular Disease,51,71.59,61.25,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,Female,Stroke,26,36.5,30.74,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,All,Female,Subarachnoid Haemorrhage,5,7.02,6.18,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,All,Cerebrovascular Disease,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,All,Stroke,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,All,Subarachnoid Haemorrhage,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,Male,Cerebrovascular Disease,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,Male,Stroke,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,Male,Subarachnoid Haemorrhage,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,Female,Cerebrovascular Disease,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,Female,Stroke,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,0-44,Female,Subarachnoid Haemorrhage,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,All,Cerebrovascular Disease,0,0,27.59,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,All,Stroke,0,0,9.9,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,All,Subarachnoid Haemorrhage,0,0,7.52,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,Male,Cerebrovascular Disease,0,0,31.71,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,Male,Stroke,0,0,10.38,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,Male,Subarachnoid Haemorrhage,0,0,5.69,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,Female,Cerebrovascular Disease,0,0,23.47,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,Female,Stroke,0,0,9.42,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,45-64,Female,Subarachnoid Haemorrhage,0,0,9.35,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,All,Cerebrovascular Disease,0,0,140.71,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,All,Stroke,0,0,95.89,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,All,Subarachnoid Haemorrhage,0,0,12.34,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,Male,Cerebrovascular Disease,0,0,177.87,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,Male,Stroke,0,0,121.69,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,Male,Subarachnoid Haemorrhage,0,0,14.04,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,Female,Cerebrovascular Disease,0,0,103.55,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,Female,Stroke,0,0,70.09,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,65-74,Female,Subarachnoid Haemorrhage,0,0,10.63,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,All,Cerebrovascular Disease,0,0,24.27,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,All,Stroke,0,0,13.95,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,All,Subarachnoid Haemorrhage,0,0,3.61,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,Male,Cerebrovascular Disease,0,0,29.76,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,Male,Stroke,0,0,17.06,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,Male,Subarachnoid Haemorrhage,0,0,3.28,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,Female,Cerebrovascular Disease,0,0,18.78,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,Female,Stroke,0,0,10.83,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,under 75,Female,Subarachnoid Haemorrhage,0,0,3.95,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,All,Cerebrovascular Disease,0,0,606.32,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,All,Stroke,0,0,244.54,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,All,Subarachnoid Haemorrhage,0,0,14.35,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,Male,Cerebrovascular Disease,0,0,722.04,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,Male,Stroke,0,0,257.06,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,Male,Subarachnoid Haemorrhage,0,0,0,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,Female,Cerebrovascular Disease,0,0,490.6,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,Female,Stroke,0,0,232.02,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000021,over 75,Female,Subarachnoid Haemorrhage,0,0,28.71,North Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000023,All,All,Cerebrovascular Disease,16,73.23,67.11,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,All,Stroke,8,36.61,35.55,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,All,Subarachnoid Haemorrhage,1,4.58,3.92,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,Male,Cerebrovascular Disease,7,64.34,67.44,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,Male,Stroke,3,27.57,33.69,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,Male,Subarachnoid Haemorrhage,1,9.19,7.83,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,Female,Cerebrovascular Disease,9,82.04,66.78,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,Female,Stroke,5,45.58,37.41,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,All,Female,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,All,Cerebrovascular Disease,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,All,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,All,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,Male,Cerebrovascular Disease,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,Male,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,Male,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,Female,Cerebrovascular Disease,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,Female,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,0-44,Female,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,All,Cerebrovascular Disease,0,0,14.78,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,All,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,All,Subarachnoid Haemorrhage,0,0,14.78,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,Male,Cerebrovascular Disease,0,0,29.56,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,Male,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,Male,Subarachnoid Haemorrhage,0,0,29.56,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,Female,Cerebrovascular Disease,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,Female,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,45-64,Female,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,All,Cerebrovascular Disease,0,0,34.01,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,All,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,All,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,Male,Cerebrovascular Disease,0,0,68.03,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,Male,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,Male,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,Female,Cerebrovascular Disease,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,Female,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,65-74,Female,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,All,Cerebrovascular Disease,0,0,8.23,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,All,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,All,Subarachnoid Haemorrhage,0,0,4.3,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,Male,Cerebrovascular Disease,0,0,16.46,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,Male,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,Male,Subarachnoid Haemorrhage,0,0,8.61,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,Female,Cerebrovascular Disease,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,Female,Stroke,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,under 75,Female,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,All,Cerebrovascular Disease,0,0,662.49,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,All,Stroke,0,0,395.02,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,All,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,Male,Cerebrovascular Disease,0,0,582.94,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,Male,Stroke,0,0,374.39,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,Male,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,Female,Cerebrovascular Disease,0,0,742.05,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,Female,Stroke,0,0,415.65,Orkney Islands,S08000025,NHS Orkney
2016,S12000023,over 75,Female,Subarachnoid Haemorrhage,0,0,0,Orkney Islands,S08000025,NHS Orkney
2016,S12000026,All,All,Cerebrovascular Disease,97,84.69,78.53,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,All,Stroke,63,55.01,51.02,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,All,Subarachnoid Haemorrhage,5,4.37,3.81,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,Male,Cerebrovascular Disease,42,75.65,85.08,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,Male,Stroke,27,48.63,55.24,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,Male,Subarachnoid Haemorrhage,1,1.8,1.72,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,Female,Cerebrovascular Disease,55,93.2,71.97,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,Female,Stroke,36,61,46.8,Scottish Borders,S08000016,NHS Borders
2016,S12000026,All,Female,Subarachnoid Haemorrhage,4,6.78,5.89,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,All,Cerebrovascular Disease,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,All,Stroke,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,All,Subarachnoid Haemorrhage,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,Male,Cerebrovascular Disease,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,Male,Stroke,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,Male,Subarachnoid Haemorrhage,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,Female,Cerebrovascular Disease,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,Female,Stroke,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,0-44,Female,Subarachnoid Haemorrhage,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,All,Cerebrovascular Disease,0,0,16.77,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,All,Stroke,0,0,5.6,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,All,Subarachnoid Haemorrhage,0,0,8.39,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,Male,Cerebrovascular Disease,0,0,11.21,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,Male,Stroke,0,0,11.21,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,Male,Subarachnoid Haemorrhage,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,Female,Cerebrovascular Disease,0,0,22.32,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,Female,Stroke,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,45-64,Female,Subarachnoid Haemorrhage,0,0,16.79,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,All,Cerebrovascular Disease,0,0,53.91,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,All,Stroke,0,0,39.59,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,All,Subarachnoid Haemorrhage,0,0,6.87,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,Male,Cerebrovascular Disease,0,0,56.78,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,Male,Stroke,0,0,41.88,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,Male,Subarachnoid Haemorrhage,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,Female,Cerebrovascular Disease,0,0,51.04,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,Female,Stroke,0,0,37.3,Scottish Borders,S08000016,NHS Borders
2016,S12000026,65-74,Female,Subarachnoid Haemorrhage,0,0,13.74,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,All,Cerebrovascular Disease,0,0,11.1,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,All,Stroke,0,0,6.2,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,All,Subarachnoid Haemorrhage,0,0,3.24,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,Male,Cerebrovascular Disease,0,0,9.82,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,Male,Stroke,0,0,8.1,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,Male,Subarachnoid Haemorrhage,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,Female,Cerebrovascular Disease,0,0,12.39,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,Female,Stroke,0,0,4.3,Scottish Borders,S08000016,NHS Borders
2016,S12000026,under 75,Female,Subarachnoid Haemorrhage,0,0,6.47,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,All,Cerebrovascular Disease,0,0,760.24,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,All,Stroke,0,0,504.22,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,All,Subarachnoid Haemorrhage,0,0,9.56,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,Male,Cerebrovascular Disease,0,0,846.05,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,Male,Stroke,0,0,531.92,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,Male,Subarachnoid Haemorrhage,0,0,19.11,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,Female,Cerebrovascular Disease,0,0,674.44,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,Female,Stroke,0,0,476.52,Scottish Borders,S08000016,NHS Borders
2016,S12000026,over 75,Female,Subarachnoid Haemorrhage,0,0,0,Scottish Borders,S08000016,NHS Borders
2016,S12000027,All,All,Cerebrovascular Disease,18,77.59,107.53,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,All,Stroke,13,56.03,69.6,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,All,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,Male,Cerebrovascular Disease,11,93.35,159.05,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,Male,Stroke,7,59.41,91.22,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,Male,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,Female,Cerebrovascular Disease,7,61.31,56.01,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,Female,Stroke,6,52.55,47.98,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,All,Female,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,All,Cerebrovascular Disease,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,All,Stroke,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,All,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,Male,Cerebrovascular Disease,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,Male,Stroke,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,Male,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,Female,Cerebrovascular Disease,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,Female,Stroke,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,0-44,Female,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,All,Cerebrovascular Disease,0,0,14.23,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,All,Stroke,0,0,14.23,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,All,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,Male,Cerebrovascular Disease,0,0,28.46,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,Male,Stroke,0,0,28.46,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,Male,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,Female,Cerebrovascular Disease,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,Female,Stroke,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,45-64,Female,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,All,Cerebrovascular Disease,0,0,78.09,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,All,Stroke,0,0,78.09,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,All,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,Male,Cerebrovascular Disease,0,0,156.19,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,Male,Stroke,0,0,156.19,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,Male,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,Female,Cerebrovascular Disease,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,Female,Stroke,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,65-74,Female,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,All,Cerebrovascular Disease,0,0,13.16,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,All,Stroke,0,0,13.16,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,All,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,Male,Cerebrovascular Disease,0,0,26.31,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,Male,Stroke,0,0,26.31,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,Male,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,Female,Cerebrovascular Disease,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,Female,Stroke,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,under 75,Female,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,All,Cerebrovascular Disease,0,0,1061.77,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,All,Stroke,0,0,640.3,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,All,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,Male,Cerebrovascular Disease,0,0,1501.17,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,Male,Stroke,0,0,747.55,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,Male,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,Female,Cerebrovascular Disease,0,0,622.37,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,Female,Stroke,0,0,533.06,Shetland Islands,S08000026,NHS Shetland
2016,S12000027,over 75,Female,Subarachnoid Haemorrhage,0,0,0,Shetland Islands,S08000026,NHS Shetland
2016,S12000028,All,All,Cerebrovascular Disease,132,117.36,103.72,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,All,Stroke,67,59.57,51.32,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,All,Subarachnoid Haemorrhage,5,4.45,4.52,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,Male,Cerebrovascular Disease,59,109.92,115.91,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,Male,Stroke,29,54.03,55.56,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,Male,Subarachnoid Haemorrhage,2,3.73,3.3,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,Female,Cerebrovascular Disease,73,124.16,91.54,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,Female,Stroke,38,64.63,47.09,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,All,Female,Subarachnoid Haemorrhage,3,5.1,5.74,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,All,Cerebrovascular Disease,0,0,3.99,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,All,Stroke,0,0,0,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,All,Subarachnoid Haemorrhage,0,0,3.99,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,Male,Cerebrovascular Disease,0,0,0,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,Male,Stroke,0,0,0,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,Male,Subarachnoid Haemorrhage,0,0,0,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,Female,Cerebrovascular Disease,0,0,7.98,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,Female,Stroke,0,0,0,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,0-44,Female,Subarachnoid Haemorrhage,0,0,7.98,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,45-64,All,Cerebrovascular Disease,0,0,32.24,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,45-64,All,Stroke,0,0,17.39,South Ayrshire,S08000015,NHS Ayrshire and Arran
2016,S12000028,45-64,All,Subarachnoid Haemorrhage,0,0,5.67,South Ayrshire,S08000015,NHS Ayrshire and Arran
